ID,Name,NOC,Year,Season,Sport,Event,Medal
1333,Bruno Valfrid Ahlberg,FIN,1932,Summer,Boxing,Boxing Men's Welterweight,Bronze
1336,Mats Bertil hlberg,SWE,1980,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
1340,Annica Gunilla hln,SWE,2002,Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
1341,Johan Petter hln (Andersson-),SWE,1924,Winter,Curling,Curling Men's Curling,Silver
1342,Thomas Valter hln,SWE,1984,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
1346,Anselm Ahlfors,FIN,1924,Summer,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",Silver
1348,Anders Oscar Ahlgren,SWE,1912,Summer,Wrestling,"Wrestling Men's Middleweight B, Greco-Roman",Silver
1350,George Lewis Ahlgren,USA,1948,Summer,Rowing,Rowing Men's Coxed Eights,Gold
1356,Christian Ahlmann,GER,2004,Summer,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
1356,Christian Ahlmann,GER,2016,Summer,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
1359,Thure Johan Ahlqvist,SWE,1932,Summer,Boxing,Boxing Men's Lightweight,Silver
1364,"Sten Olov ""Olle"" hlund",SWE,1952,Summer,Football,Football Men's Football,Bronze
1374,Tontowi Ahmad,INA,2016,Summer,Badminton,Badminton Mixed Doubles,Gold
1378,Arne Per hman,SWE,1948,Summer,Athletics,Athletics Men's Triple Jump,Gold
1379,Jrg Ahmann,GER,2000,Summer,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Bronze
1380,"Christine M. ""Crissy"" Ahmann-Leighton (-Perham)",USA,1992,Summer,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
1380,"Christine M. ""Crissy"" Ahmann-Leighton (-Perham)",USA,1992,Summer,Swimming,Swimming Women's 100 metres Butterfly,Silver
1380,"Christine M. ""Crissy"" Ahmann-Leighton (-Perham)",USA,1992,Summer,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
1386,Muhammad Akhlaq Ahmed,PAK,1992,Summer,Hockey,Hockey Men's Hockey,Bronze
1389,Muhammad Ashfaq Ahmed,PAK,1968,Summer,Hockey,Hockey Men's Hockey,Gold
1391,Bashir Ahmed,PAK,1960,Summer,Hockey,Hockey Men's Hockey,Gold
1400,Ishtiaq Ahmed,PAK,1984,Summer,Hockey,Hockey Men's Hockey,Gold
1402,Manzoor Ahmed,PAK,1992,Summer,Hockey,Hockey Men's Hockey,Bronze
1408,Mushtaq Ahmed,PAK,1984,Summer,Hockey,Hockey Men's Hockey,Gold
1409,Mushtaq Ahmed,PAK,1960,Summer,Hockey,Hockey Men's Hockey,Gold
1412,Riaz Ahmed,PAK,1968,Summer,Hockey,Hockey Men's Hockey,Gold
1412,Riaz Ahmed,PAK,1972,Summer,Hockey,Hockey Men's Hockey,Silver
1414,Shahbaz Ahmed,PAK,1992,Summer,Hockey,Hockey Men's Hockey,Bronze
1424,Arthur Ahnger,FIN,1912,Summer,Sailing,Sailing Mixed 8 metres,Bronze
1435,Janne Petteri Ahonen,FIN,2002,Winter,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Silver
1435,Janne Petteri Ahonen,FIN,2006,Winter,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Silver
1442,Peter Ahrendt,GER,1964,Summer,Sailing,Sailing Mixed Three Person Keelboat,Silver
1443,Brigitte Ahrenholz,GDR,1976,Summer,Rowing,Rowing Women's Coxed Eights,Gold
1444,"Christian ""Chris"" Ahrens",USA,2004,Summer,Rowing,Rowing Men's Coxed Eights,Gold
1447,Marlene Ahrens Ostertag (-Ebensperger),CHI,1956,Summer,Athletics,Athletics Women's Javelin Throw,Silver
1449,Thomas Ahrens,GER,1964,Summer,Rowing,Rowing Men's Coxed Eights,Silver
1466,Matteo Aicardi,ITA,2012,Summer,Water Polo,Water Polo Men's Water Polo,Silver
1466,Matteo Aicardi,ITA,2016,Summer,Water Polo,Water Polo Men's Water Polo,Bronze
1467,Mara Magdalena Aicega Amicarelli,ARG,2000,Summer,Hockey,Hockey Women's Hockey,Silver
1467,Mara Magdalena Aicega Amicarelli,ARG,2004,Summer,Hockey,Hockey Women's Hockey,Bronze
1467,Mara Magdalena Aicega Amicarelli,ARG,2008,Summer,Hockey,Hockey Women's Hockey,Bronze
1469,Hans Aichele,SUI,1936,Winter,Bobsleigh,Bobsleigh Men's Four,Silver
1478,Rosaria Aiello,ITA,2016,Summer,Water Polo,Water Polo Women's Water Polo,Silver
1480,Franz Aigner,AUT,1924,Summer,Weightlifting,Weightlifting Men's Heavyweight,Silver
1481,Hannes Aigner,GER,2012,Summer,Canoeing,"Canoeing Men's Kayak Singles, Slalom",Bronze
1483,Nobuyuki Aihara,JPN,1956,Summer,Gymnastics,Gymnastics Men's Team All-Around,Silver
1483,Nobuyuki Aihara,JPN,1956,Summer,Gymnastics,Gymnastics Men's Floor Exercise,Silver
1483,Nobuyuki Aihara,JPN,1960,Summer,Gymnastics,Gymnastics Men's Team All-Around,Gold
1483,Nobuyuki Aihara,JPN,1960,Summer,Gymnastics,Gymnastics Men's Floor Exercise,Gold
1485,Yutaka Aihara,JPN,1992,Summer,Gymnastics,Gymnastics Men's Team All-Around,Bronze
1487,Ryoji Aikawa,JPN,2004,Summer,Baseball,Baseball Men's Baseball,Bronze
1489,Alexander Michael Hirst Aikman,AUS,1956,Summer,Rowing,Rowing Men's Coxed Eights,Bronze
1498,"Charles Benedict ""Ben"" Ainslie",GBR,1996,Summer,Sailing,Sailing Mixed One Person Dinghy,Silver
1498,"Charles Benedict ""Ben"" Ainslie",GBR,2000,Summer,Sailing,Sailing Mixed One Person Dinghy,Gold
1498,"Charles Benedict ""Ben"" Ainslie",GBR,2004,Summer,Sailing,Sailing Men's One Person Dinghy,Gold
1498,"Charles Benedict ""Ben"" Ainslie",GBR,2008,Summer,Sailing,Sailing Mixed One Person Dinghy,Gold
1498,"Charles Benedict ""Ben"" Ainslie",GBR,2012,Summer,Sailing,Sailing Men's One Person Heavyweight Dinghy,Gold
1500,Kurt Harold Ainsworth,USA,2000,Summer,Baseball,Baseball Men's Baseball,Gold
1503,John Creyghton Ainsworth-Davis,GBR,1920,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
1512,Robin Allingham Aisher,GBR,1968,Summer,Sailing,Sailing Mixed 5.5 metres,Bronze
1530,"Gordon ""Gord"" Aitchison",CAN,1936,Summer,Basketball,Basketball Men's Basketball,Silver
1531,Frances Helen Aitchison (-Leisk),GBR,1912,Summer,Tennis,"Tennis Mixed Doubles, Covered Courts",Silver
1534,Brett Aitken,AUS,1992,Summer,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver
1534,Brett Aitken,AUS,1996,Summer,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze
1534,Brett Aitken,AUS,2000,Summer,Cycling,Cycling Men's Madison,Gold
1538,Vladimir Atoff,FRA,1900,Summer,Rugby,Rugby Men's Rugby,Gold
1540,Artur Surenovych Aivazian,UKR,2008,Summer,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Gold
1546,Eirini Andili,GRE,2000,Summer,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Bronze
1551,"Oluwafemi ""Junior"" Ajayi",NGR,2016,Summer,Football,Football Men's Football,Bronze
1554,Omar Ajete Iglesias,CUB,1992,Summer,Baseball,Baseball Men's Baseball,Gold
1554,Omar Ajete Iglesias,CUB,1996,Summer,Baseball,Baseball Men's Baseball,Gold
1554,Omar Ajete Iglesias,CUB,2000,Summer,Baseball,Baseball Men's Baseball,Silver
1556,"Ebenezer Oluwafemi ""Femi"" Ajilore",NGR,2008,Summer,Football,Football Men's Football,Silver
1561,Mobolade Abimbola Ajomale,CAN,2016,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
1564,Chioma Ajunwa (-Opara),NGR,1996,Summer,Athletics,Athletics Women's Long Jump,Gold
1569,Kriss Kezie Uche Chukwu Duru Akabusi,GBR,1984,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
1569,Kriss Kezie Uche Chukwu Duru Akabusi,GBR,1992,Summer,Athletics,Athletics Men's 400 metres Hurdles,Bronze
1569,Kriss Kezie Uche Chukwu Duru Akabusi,GBR,1992,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
1574,Kosei Akaishi,JPN,1984,Summer,Wrestling,"Wrestling Men's Featherweight, Freestyle",Silver
1574,Kosei Akaishi,JPN,1992,Summer,Wrestling,"Wrestling Men's Lightweight, Freestyle",Bronze
1579,Nasuh Akar,TUR,1948,Summer,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Gold
1581,Yuichi Akasaka,JPN,1992,Winter,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Bronze
1595,Hseyin Akba,TUR,1956,Summer,Wrestling,"Wrestling Men's Flyweight, Freestyle",Bronze
1595,Hseyin Akba,TUR,1964,Summer,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Silver
1601,Vehbi Akda,TUR,1972,Summer,Wrestling,"Wrestling Men's Featherweight, Freestyle",Silver
1618,Ernst Gunnar kerlund,SWE,1948,Summer,Canoeing,"Canoeing Men's Kayak Doubles, 10,000 metres",Gold
1618,Ernst Gunnar kerlund,SWE,1952,Summer,Canoeing,"Canoeing Men's Kayak Doubles, 10,000 metres",Silver
1619,Olle Erik Curys kerlund,SWE,1932,Summer,Sailing,Sailing Mixed 6 metres,Gold
1622,Michelle Anne Akers,USA,1996,Summer,Football,Football Women's Football,Gold
1634,Taha Akgl,TUR,2016,Summer,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",Gold
1637,Yelena Rabigovna Akhaminova (-Sokolovskaya),URS,1980,Summer,Volleyball,Volleyball Women's Volleyball,Gold
1639,Albina Khamitovna Akhatova,RUS,1998,Winter,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,Silver
1639,Albina Khamitovna Akhatova,RUS,2002,Winter,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,Bronze
1639,Albina Khamitovna Akhatova,RUS,2006,Winter,Biathlon,Biathlon Women's 10 kilometres Pursuit,Bronze
1639,Albina Khamitovna Akhatova,RUS,2006,Winter,Biathlon,Biathlon Women's 15 kilometres,Bronze
1639,Albina Khamitovna Akhatova,RUS,2006,Winter,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,Gold
1647,Murodzhon Kakharovich Akhmadaliyev,UZB,2016,Summer,Boxing,Boxing Men's Bantamweight,Bronze
1649,Artur Kamilevich Akhmatkhuzin,RUS,2016,Summer,Fencing,"Fencing Men's Foil, Team",Gold
1650,Bakhtiyar Shakhabutdinovich Akhmedov,RUS,2008,Summer,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",Silver
1652,Lyutvi Dzhiber Akhmedov,BUL,1964,Summer,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Silver
1654,Leyla Begnyazovna Akhmerova,URS,1980,Summer,Hockey,Hockey Women's Hockey,Bronze
1659,Igor Vladimirovich Akhremchik,URS,1960,Summer,Rowing,Rowing Men's Coxless Fours,Bronze
1662,Gulraiz Akhtar,PAK,1968,Summer,Hockey,Hockey Men's Hockey,Gold
1665,Naeem Akhtar,PAK,1984,Summer,Hockey,Hockey Men's Hockey,Gold
1673,John Akii-Bua,UGA,1972,Summer,Athletics,Athletics Men's 400 metres Hurdles,Gold
1676,Anatoly Ivanovich Akimov,URS,1972,Summer,Water Polo,Water Polo Men's Water Polo,Gold
1678,Vladimir Ivanovich Akimov,URS,1980,Summer,Water Polo,Water Polo Men's Water Polo,Gold
1682,Morolake Akinosun,USA,2016,Summer,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
1683,Foluke Antinuke Akinradewo,USA,2012,Summer,Volleyball,Volleyball Women's Volleyball,Silver
1683,Foluke Antinuke Akinradewo,USA,2016,Summer,Volleyball,Volleyball Women's Volleyball,Bronze
1698,Khadzhimurat Magomedovich Akkayev,RUS,2004,Summer,Weightlifting,Weightlifting Men's Middle-Heavyweight,Silver
1698,Khadzhimurat Magomedovich Akkayev,RUS,2008,Summer,Weightlifting,Weightlifting Men's Middle-Heavyweight,Bronze
1700,Marina Dazmirovna Akobiya,RUS,2000,Summer,Water Polo,Water Polo Women's Water Polo,Bronze
1713,Artur Vladimirovich Akoyev,EUN,1992,Summer,Weightlifting,Weightlifting Men's Heavyweight II,Silver
1716,Daniel Akpeyi,NGR,2016,Summer,Football,Football Men's Football,Bronze
1730,Monica Aksamit,USA,2016,Summer,Fencing,"Fencing Women's Sabre, Team",Bronze
1732,Liudmyla Vasylivna Aksenova (Shapovalova-),URS,1976,Summer,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze
1734,Aleksandr Timofeyevich Aksinin,URS,1976,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
1734,Aleksandr Timofeyevich Aksinin,URS,1980,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
1740,Nikolay Aleksandrovich Aksyonov,RUS,1996,Summer,Rowing,Rowing Men's Coxed Eights,Bronze
1742,Irina Anatolyevna Aksyonova,URS,1980,Summer,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze
1758,Vladyslav Ivanovych Akymenko,URS,1976,Summer,Sailing,Sailing Mixed Two Person Keelboat,Silver
1762,Naser Al Shami,SYR,2004,Summer,Boxing,Boxing Men's Heavyweight,Bronze
1809,Nasser Salih Nasser Abdullah Al-Attiya,QAT,2012,Summer,Shooting,Shooting Men's Skeet,Bronze
1858,Fehaid Al-Deehani,KUW,2000,Summer,Shooting,Shooting Men's Double Trap,Bronze
1858,Fehaid Al-Deehani,KUW,2012,Summer,Shooting,Shooting Men's Trap,Bronze
1858,Fehaid Al-Deehani,IOA,2016,Summer,Shooting,Shooting Men's Double Trap,Gold
1885,Ramzy Al-Duhami,KSA,2012,Summer,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
1889,Khaled Al-Eid,KSA,2000,Summer,Equestrianism,"Equestrianism Mixed Jumping, Individual",Bronze
1949,Abdul Rashid Al-Hasan,PAK,1984,Summer,Hockey,Hockey Men's Hockey,Gold
2025,Ahmed bin Hasher Al-Maktoum,UAE,2004,Summer,Shooting,Shooting Men's Double Trap,Gold
2112,Abdullah Al-Rashidi,IOA,2016,Summer,Shooting,Shooting Men's Skeet,Bronze
2134,Prince Abdullah Bin Moteb Al-Saud,KSA,2012,Summer,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
2170,Hadi Soua'an Al-Somaily Jaadan,KSA,2000,Summer,Athletics,Athletics Men's 400 metres Hurdles,Silver
2210,Marina Alabau Neira,ESP,2012,Summer,Sailing,Sailing Women's Windsurfer,Gold
2212,Armenak Alachachyan,URS,1964,Summer,Basketball,Basketball Men's Basketball,Silver
2225,Arsen Shakhlamazovich Alakhverdiyev,URS,1972,Summer,Wrestling,"Wrestling Men's Flyweight, Freestyle",Silver
2233,Noor Alam,PAK,1956,Summer,Hockey,Hockey Men's Hockey,Silver
2233,Noor Alam,PAK,1960,Summer,Hockey,Hockey Men's Hockey,Gold
2256,Vladan Alanovi,CRO,1992,Summer,Basketball,Basketball Men's Basketball,Silver
2274,Mika Antero Alatalo,FIN,1994,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
2275,Toimi Johannes Alatalo,FIN,1960,Winter,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Gold
2295,Fabio Albarelli,ITA,1968,Summer,Sailing,Sailing Mixed One Person Dinghy,Bronze
2296,Marco Albarello,ITA,1992,Winter,Cross Country Skiing,Cross Country Skiing Men's 10 kilometres,Silver
2296,Marco Albarello,ITA,1992,Winter,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Silver
2296,Marco Albarello,ITA,1994,Winter,Cross Country Skiing,Cross Country Skiing Men's 10 kilometres,Bronze
2296,Marco Albarello,ITA,1994,Winter,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Gold
2296,Marco Albarello,ITA,1998,Winter,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Silver
2302,Pierre Henri Maurice Albarran,FRA,1920,Summer,Tennis,Tennis Men's Doubles,Bronze
2306,Ruslan Vladimirovich Albegov,RUS,2012,Summer,Weightlifting,Weightlifting Men's Super-Heavyweight,Bronze
2307,David Albelda Aliqus,ESP,2000,Summer,Football,Football Men's Football,Silver
2311,Reinhard Alber,FRG,1984,Summer,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze
2313,Alberto Alberani Samaritani,ITA,1976,Summer,Water Polo,Water Polo Men's Water Polo,Silver
2316,A. Albert,FRA,1900,Summer,Rugby,Rugby Men's Rugby,Gold
2317,Auguste Albert,FRA,1900,Summer,Sailing,Sailing Mixed 1-2 Ton,Silver
2317,Auguste Albert,FRA,1900,Summer,Sailing,Sailing Mixed 1-2 Ton,Bronze
2322,Flrin Albert,HUN,1960,Summer,Football,Football Men's Football,Bronze
2342,Nely Carla Alberto Francisca,ESP,2012,Summer,Handball,Handball Women's Handball,Bronze
2347,Georg Albert Christian Albertsen,DEN,1920,Summer,Gymnastics,"Gymnastics Men's Team All-Around, Free System",Gold
2349,Ebbe Gustav Bertil Albertsson (-Andersson),SWE,1948,Summer,Athletics,"Athletics Men's 10,000 metres",Bronze
2355,Abramo Albini,ITA,1968,Summer,Rowing,Rowing Men's Coxless Fours,Bronze
2359,Islam-Beka Said-Tsilimovich Albiyev,RUS,2008,Summer,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Gold
2367,mile Albrecht,SUI,1924,Summer,Rowing,Rowing Men's Coxless Fours,Bronze
2367,mile Albrecht,SUI,1924,Summer,Rowing,Rowing Men's Coxed Fours,Gold
2378,Sylvia Albrecht (-Heckendorf),GDR,1980,Winter,Speed Skating,"Speed Skating Women's 1,000 metres",Bronze
2379,Brigitte Albrecht-Loretan,SUI,2002,Winter,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Bronze
2381,John Robert Albrechtson,SWE,1976,Summer,Sailing,Sailing Mixed Two Person Keelboat,Gold
2386,"Tenley Emma Albright (-Gardiner, -Blakely)",USA,1952,Winter,Figure Skating,Figure Skating Women's Singles,Silver
2386,"Tenley Emma Albright (-Gardiner, -Blakely)",USA,1956,Winter,Figure Skating,Figure Skating Women's Singles,Gold
2387,"David Donald ""Dave"" Albritton",USA,1936,Summer,Athletics,Athletics Men's High Jump,Silver
2389,Anatoly Mikhaylovich Albul,URS,1960,Summer,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Bronze
2419,Aldair Nascimento dos Santos,BRA,1996,Summer,Football,Football Men's Football,Bronze
2420,Andrs Aldama Cabrera,CUB,1976,Summer,Boxing,Boxing Men's Light-Welterweight,Silver
2420,Andrs Aldama Cabrera,CUB,1980,Summer,Boxing,Boxing Men's Welterweight,Gold
2434,Cyril Albert Alden,GBR,1920,Summer,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver
2434,Cyril Albert Alden,GBR,1920,Summer,Cycling,Cycling Men's 50 kilometres,Silver
2434,Cyril Albert Alden,GBR,1924,Summer,Cycling,Cycling Men's 50 kilometres,Silver
2440,"Frederick Pitt ""Fred"" Alderman",USA,1928,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
2443,"Joan ""Jody"" Alderson (-Braskamp)",USA,1952,Summer,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
2458,David Alegre Biosca,ESP,2008,Summer,Hockey,Hockey Men's Hockey,Silver
2460,Ramn Alegre Biosca,ESP,2008,Summer,Hockey,Hockey Men's Hockey,Silver
2464,Jo Qesem Ayela Aleh,NZL,2012,Summer,Sailing,Sailing Women's Two Person Dinghy,Gold
2464,Jo Qesem Ayela Aleh,NZL,2016,Summer,Sailing,Sailing Women's Two Person Dinghy,Silver
2469,Virgilijus Alekna,LTU,2000,Summer,Athletics,Athletics Men's Discus Throw,Gold
2469,Virgilijus Alekna,LTU,2004,Summer,Athletics,Athletics Men's Discus Throw,Gold
2469,Virgilijus Alekna,LTU,2008,Summer,Athletics,Athletics Men's Discus Throw,Bronze
2473,Boris Viktorovich Aleksandrov,URS,1976,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
2483,Rumen Aleksandrov,BUL,1980,Summer,Weightlifting,Weightlifting Men's Middle-Heavyweight,Silver
2486,Veniamin Veniaminovich Aleksandrov,URS,1960,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
2486,Veniamin Veniaminovich Aleksandrov,URS,1964,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
2486,Veniamin Veniaminovich Aleksandrov,URS,1968,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
2487,Vladimir Petrovich Aleksandrov,URS,1984,Winter,Bobsleigh,Bobsleigh Men's Two,Bronze
2495,Larisa Aleksandrova-Popova,URS,1976,Summer,Rowing,Rowing Women's Coxed Quadruple Sculls,Silver
2495,Larisa Aleksandrova-Popova,URS,1980,Summer,Rowing,Rowing Women's Double Sculls,Gold
2497,Artur Aleksanyan,ARM,2012,Summer,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Bronze
2497,Artur Aleksanyan,ARM,2016,Summer,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Gold
2511,Vasily Ivanovich Alekseyev,URS,1972,Summer,Weightlifting,Weightlifting Men's Super-Heavyweight,Gold
2511,Vasily Ivanovich Alekseyev,URS,1976,Summer,Weightlifting,Weightlifting Men's Super-Heavyweight,Gold
2513,Galina Aleksandrovna Alekseyeva,URS,1964,Summer,Diving,Diving Women's Platform,Bronze
2517,Milan Aleksi,SRB,2012,Summer,Water Polo,Water Polo Men's Water Polo,Bronze
2517,Milan Aleksi,SRB,2016,Summer,Water Polo,Water Polo Men's Water Polo,Gold
2546,Alessandra dos Santos de Oliveira,BRA,1996,Summer,Basketball,Basketball Women's Basketball,Silver
2546,Alessandra dos Santos de Oliveira,BRA,2000,Summer,Basketball,Basketball Women's Basketball,Bronze
2552,Hugh Vincenzo Alessandroni,USA,1932,Summer,Fencing,"Fencing Men's Foil, Team",Bronze
2553,Karl Theophil Christian Aletter,GER,1932,Summer,Rowing,Rowing Men's Coxless Fours,Silver
2559,Alex Sandro Lobo Silva,BRA,2012,Summer,Football,Football Men's Football,Silver
2570,Gustav Bernhard Franck Alexander,GBR,1908,Summer,Lacrosse,Lacrosse Men's Lacrosse,Silver
2575,Lisa Alexander,CAN,1996,Summer,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
2576,Michael O'Donel Bjarne Alexander,GBR,1960,Summer,Fencing,"Fencing Men's epee, Team",Silver
2583,Buffy-Lynne Alexander-Williams,CAN,2000,Summer,Rowing,Rowing Women's Coxed Eights,Bronze
2589,Marc Robert Alexandre,FRA,1984,Summer,Judo,Judo Men's Half-Lightweight,Bronze
2589,Marc Robert Alexandre,FRA,1988,Summer,Judo,Judo Men's Lightweight,Gold
2592,"Alexandre ""Alexandre Pato"" Rodrigues da Silva",BRA,2008,Summer,Football,Football Men's Football,Bronze
2592,"Alexandre ""Alexandre Pato"" Rodrigues da Silva",BRA,2012,Summer,Football,Football Men's Football,Silver
2597,Constantin Alexandru,ROU,1980,Summer,Wrestling,"Wrestling Men's Light-Flyweight, Greco-Roman",Silver
2599,Ion Alexe,ROU,1972,Summer,Boxing,Boxing Men's Heavyweight,Silver
2607,Vladimir Petrovich Aleynik,URS,1976,Summer,Diving,Diving Men's Platform,Bronze
2607,Vladimir Petrovich Aleynik,URS,1980,Summer,Diving,Diving Men's Platform,Silver
2608,Yevgeny Vasilyevich Aleynikov,RUS,2000,Summer,Shooting,"Shooting Men's Air Rifle, 10 metres",Bronze
2610,Abdoul Razak Issoufou Alfaga,NIG,2016,Summer,Taekwondo,Taekwondo Men's Heavyweight,Silver
2619,Lidiya Nikolayevna Alfeyeva,URS,1976,Summer,Athletics,Athletics Women's Long Jump,Bronze
2629,Alfonso Prez Muoz,ESP,1992,Summer,Football,Football Men's Football,Gold
2636,"Stephen Todd ""Steve"" Alford",USA,1984,Summer,Basketball,Basketball Men's Basketball,Gold
2638,Axel Alfredsson,SWE,1924,Summer,Football,Football Men's Football,Bronze
2639,Hans Daniel Alfredsson,SWE,2006,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
2639,Hans Daniel Alfredsson,SWE,2014,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
2643,Max Ferdinand Alfthan,FIN,1912,Summer,Sailing,Sailing Mixed 12 metres,Bronze
2648,"Zenny ""Algodo"" de Azevedo",BRA,1948,Summer,Basketball,Basketball Men's Basketball,Bronze
2648,"Zenny ""Algodo"" de Azevedo",BRA,1960,Summer,Basketball,Basketball Men's Basketball,Bronze
2649,Ulf Hkan Gran Algotsson,SWE,1994,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
2651,Sara Anneli Algotsson Ostholt,SWE,2012,Summer,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Silver
2694,Nasir Ali,PAK,1984,Summer,Hockey,Hockey Men's Hockey,Gold
2695,Nia Sifaatihii Ali,USA,2016,Summer,Athletics,Athletics Women's 100 metres Hurdles,Silver
2699,Shaukat Ali,IND,1928,Summer,Hockey,Hockey Men's Hockey,Gold
2703,Syed Mushtaq Ali,IND,1964,Summer,Hockey,Hockey Men's Hockey,Gold
